"","ensembl_gene_id","hgnc_symbol"
"14694","ENSG00000219992",""
"14695","ENSG00000219993",""
"14696","ENSG00000220157","HNRNPA1P12"
"14697","ENSG00000220212","OR4F1P"
"14698","ENSG00000220446",""
"14699","ENSG00000220472",""
"14700","ENSG00000220685",""
"14701","ENSG00000220868","MRPL35P1"
"14702","ENSG00000220924","OSTCP4"
"14703","ENSG00000220986",""
"14704","ENSG00000221043",""
"14705","ENSG00000221227","MIR1305"
"14706","ENSG00000221245",""
"14707","ENSG00000221263","MIR548P"
"14708","ENSG00000221265","MIR1255A"
"14709","ENSG00000221287","MIR1289-2"
"14710","ENSG00000221296","MIR548T"
"14711","ENSG00000221369","MIR548G"
"14712","ENSG00000221394","MIR1229"
"14713","ENSG00000221430","MIR1294"
"14714","ENSG00000221436","MIR548F3"
"14715","ENSG00000221440","RNU6ATAC31P"
"14716","ENSG00000221464","MIR1271"
"14717","ENSG00000221552","MIR1303"
"14718","ENSG00000221562","RNU6ATAC10P"
"14719","ENSG00000221583","RNU6ATAC21P"
"14720","ENSG00000221601","RNU4ATAC2P"
"14721","ENSG00000221886","ZBED8"
"14722","ENSG00000221891","FAM218BP"
"14723","ENSG00000221990","EXOC3-AS1"
"14724","ENSG00000222054","RNA5SP177"
"14725","ENSG00000222102","RN7SKP232"
"14726","ENSG00000222107","RN7SKP117"
"14727","ENSG00000222111","RN7SKP148"
"14728","ENSG00000222178","RNA5SP181"
"14729","ENSG00000222213","RNU6-588P"
"14730","ENSG00000222248","RNA5SP201"
"14731","ENSG00000222266","RNU6-757P"
"14732","ENSG00000222285","RNA5SP193"
"14733","ENSG00000222308","RNA5SP198"
"14734","ENSG00000222312","RNA5SP178"
"14735","ENSG00000222383","RNA5SP203"
"14736","ENSG00000222448","RN7SKP150"
"14737","ENSG00000222533","RNU6-705P"
"14738","ENSG00000222560","RNU4-43P"
"14739","ENSG00000222582","RNU2-66P"
"14740","ENSG00000222594","RN7SKP235"
"14741","ENSG00000222598","RNU2-49P"
"14742","ENSG00000222609","RNU4-69P"
"14743","ENSG00000222610","RNU6-402P"
"14744","ENSG00000222613",""
"14745","ENSG00000222626","RNU2-48P"
"14746","ENSG00000222691","RNU6-733P"
"14747","ENSG00000222706","RN7SKP89"
"14748","ENSG00000222721","RN7SKP188"
"14749","ENSG00000222727","RNU4-64P"
"14750","ENSG00000222743","RNU6-1190P"
"14751","ENSG00000222790","RNU4-14P"
"14752","ENSG00000222852",""
"14753","ENSG00000222859","RN7SKP136"
"14754","ENSG00000222924","RNU6-1148P"
"14755","ENSG00000222937","SNORD63B"
"14756","ENSG00000222960","RNU6-272P"
"14757","ENSG00000222987","RN7SKP68"
"14758","ENSG00000223003","RNA5SP184"
"14759","ENSG00000223004",""
"14760","ENSG00000223006","RN7SKP137"
"14761","ENSG00000223007","RN7SKP73"
"14762","ENSG00000223037","RNU6-284P"
"14763","ENSG00000223136","RN7SKP207"
"14764","ENSG00000223208","RNU6-1217P"
"14765","ENSG00000223225","RNU6-1054P"
"14766","ENSG00000223321","RN7SKP293"
"14767","ENSG00000223342",""
"14768","ENSG00000223361","FTH1P10"
"14769","ENSG00000223442","TH2LCRR"
"14770","ENSG00000223497","H2BL1P"
"14771","ENSG00000223539",""
"14772","ENSG00000223548","ACSL6-AS1"
"14773","ENSG00000223597","LINC02142"
"14774","ENSG00000223605",""
"14775","ENSG00000223620","RBM48P1"
"14776","ENSG00000223652",""
"14777","ENSG00000223908",""
"14778","ENSG00000224012",""
"14779","ENSG00000224015",""
"14780","ENSG00000224032","EPB41L4A-AS1"
"14781","ENSG00000224062","TUBB4BP5"
"14782","ENSG00000224186","C5orf66"
"14783","ENSG00000224207",""
"14784","ENSG00000224282",""
"14785","ENSG00000224296","MRPL49P1"
"14786","ENSG00000224431",""
"14787","ENSG00000224531","SMIM13"
"14788","ENSG00000224532",""
"14789","ENSG00000224786","CETN4P"
"14790","ENSG00000224807","DUX4L9"
"14791","ENSG00000224846","NQO2-AS1"
"14792","ENSG00000224932","LINC02262"
"14793","ENSG00000224993","RPL29P12"
"14794","ENSG00000225051","HMGB3P22"
"14795","ENSG00000225092",""
"14796","ENSG00000225094","SETP20"
"14797","ENSG00000225102",""
"14798","ENSG00000225138","SLC9A3-AS1"
"14799","ENSG00000225147","RPS12P10"
"14800","ENSG00000225165","RTRAFP2"
"14801","ENSG00000225176","ATP5MGP4"
"14802","ENSG00000225230",""
"14803","ENSG00000225356",""
"14804","ENSG00000225364","ATP6V0E1P1"
"14805","ENSG00000225407",""
"14806","ENSG00000225665","SAR1AP3"
"14807","ENSG00000225775",""
"14808","ENSG00000225869",""
"14809","ENSG00000225921","NOL7"
"14810","ENSG00000225940","C5orf67"
"14811","ENSG00000226040",""
"14812","ENSG00000226221","RPL26P19"
"14813","ENSG00000226259","GTF2H2B"
"14814","ENSG00000226272","ARHGAP26-AS1"
"14815","ENSG00000226281",""
"14816","ENSG00000226306","NPY6R"
"14817","ENSG00000226400",""
"14818","ENSG00000226432",""
"14819","ENSG00000226544","RPL7P22"
"14820","ENSG00000226650","KIF4B"
"14821","ENSG00000226655",""
"14822","ENSG00000226673","LINC01108"
"14823","ENSG00000226757",""
"14824","ENSG00000226810",""
"14825","ENSG00000226926","PDZPH1P"
"14826","ENSG00000227087","RBMX2P5"
"14827","ENSG00000227118","BTF3P13"
"14828","ENSG00000227145","IL21-AS1"
"14829","ENSG00000227283","RPL35AP12"
"14830","ENSG00000227616",""
"14831","ENSG00000227762","GUSBP8"
"14832","ENSG00000227765","MYL12BP2"
"14833","ENSG00000227836",""
"14834","ENSG00000227908",""
"14835","ENSG00000228170",""
"14836","ENSG00000228212","OFD1P17"
"14837","ENSG00000228259",""
"14838","ENSG00000228358","LINC02263"
"14839","ENSG00000228365",""
"14840","ENSG00000228367",""
"14841","ENSG00000228478",""
"14842","ENSG00000228489","RPL21P50"
"14843","ENSG00000228650",""
"14844","ENSG00000228672","PROB1"
"14845","ENSG00000228716","DHFR"
"14846","ENSG00000228718","LINC02521"
"14847","ENSG00000228737",""
"14848","ENSG00000228793",""
"14849","ENSG00000228814",""
"14850","ENSG00000228981",""
"14851","ENSG00000229119",""
"14852","ENSG00000229204","PTGES3P3"
"14853","ENSG00000229226","BTF3L4P4"
"14854","ENSG00000229282",""
"14855","ENSG00000229401","MIR5689HG"
"14856","ENSG00000229565","LINC02264"
"14857","ENSG00000229646",""
"14858","ENSG00000229666","MAST4-AS1"
"14859","ENSG00000229721",""
"14860","ENSG00000229738",""
"14861","ENSG00000229765",""
"14862","ENSG00000229855",""
"14863","ENSG00000229894","GK3P"
"14864","ENSG00000229896",""
"14865","ENSG00000229950","TFAP2A-AS1"
"14866","ENSG00000230069","LRRC37A15P"
"14867","ENSG00000230178","OR4F3"
"14868","ENSG00000230219","CIBAR1P2"
"14869","ENSG00000230269","LINC02525"
"14870","ENSG00000230314","ELOVL2-AS1"
"14871","ENSG00000230433",""
"14872","ENSG00000230438","SERPINB9P1"
"14873","ENSG00000230551",""
"14874","ENSG00000230561","CCDC192"
"14875","ENSG00000230570",""
"14876","ENSG00000230571",""
"14877","ENSG00000230612",""
"14878","ENSG00000230631",""
"14879","ENSG00000230648",""
"14880","ENSG00000230671","NDUFS5P5"
"14881","ENSG00000230789","ARHGAP26-IT1"
"14882","ENSG00000230829",""
"14883","ENSG00000230847","OCLNP1"
"14884","ENSG00000230929",""
"14885","ENSG00000231056","LINC02522"
"14886","ENSG00000231171","LINC01098"
"14887","ENSG00000231185","SPRY4-AS1"
"14888","ENSG00000231228","ARPP19P1"
"14889","ENSG00000231291",""
"14890","ENSG00000231579","RPL7P21"
"14891","ENSG00000231585",""
"14892","ENSG00000231811",""
"14893","ENSG00000231841","FAM192BP"
"14894","ENSG00000231989","PPP1R2B"
"14895","ENSG00000232021","LEF1-AS1"
"14896","ENSG00000232159","RAB9BP1"
"14897","ENSG00000232174",""
"14898","ENSG00000232234",""
"14899","ENSG00000232517","CSPG4BP"
"14900","ENSG00000232578",""
"14901","ENSG00000232615",""
"14902","ENSG00000232633",""
"14903","ENSG00000232648",""
"14904","ENSG00000232654","FAM136BP"
"14905","ENSG00000232916","HMGN2P27"
"14906","ENSG00000232947","LINC02543"
"14907","ENSG00000232999",""
"14908","ENSG00000233006","MIR3936HG"
"14909","ENSG00000233064",""
"14910","ENSG00000233068",""
"14911","ENSG00000233110",""
"14912","ENSG00000233503","HNRNPLP1"
"14913","ENSG00000233656",""
"14914","ENSG00000233787",""
"14915","ENSG00000233828","MIR4280HG"
"14916","ENSG00000233847","ERCC8-AS1"
"14917","ENSG00000233913","RPL10P9"
"14918","ENSG00000233937",""
"14919","ENSG00000233943",""
"14920","ENSG00000233974",""
"14921","ENSG00000233981",""
"14922","ENSG00000234015","LINC02530"
"14923","ENSG00000234111","LINC02433"
"14924","ENSG00000234115",""
"14925","ENSG00000234125","EEF1GP8"
"14926","ENSG00000234259",""
"14927","ENSG00000234261",""
"14928","ENSG00000234284","ZNF879"
"14929","ENSG00000234290",""
"14930","ENSG00000234292",""
"14931","ENSG00000234427",""
"14932","ENSG00000234492","RPL34-DT"
"14933","ENSG00000234511","C5orf58"
"14934","ENSG00000234540",""
"14935","ENSG00000234553",""
"14936","ENSG00000234602","MCIDAS"
"14937","ENSG00000234758",""
"14938","ENSG00000234763",""
"14939","ENSG00000234801","MORF4"
"14940","ENSG00000234817","ECI2-DT"
"14941","ENSG00000234828","IQCM"
"14942","ENSG00000234838","PPIAP78"
"14943","ENSG00000234841",""
"14944","ENSG00000234865","ADH5P5"
"14945","ENSG00000235043","TECRP1"
"14946","ENSG00000235051",""
"14947","ENSG00000235149",""
"14948","ENSG00000235172","LINC01366"
"14949","ENSG00000235253",""
"14950","ENSG00000235275","KRT18P16"
"14951","ENSG00000235488","JARID2-AS1"
"14952","ENSG00000235558","GUSBP17"
"14953","ENSG00000235606","AK4P6"
"14954","ENSG00000235635",""
"14955","ENSG00000235775",""
"14956","ENSG00000235902",""
"14957","ENSG00000236068",""
"14958","ENSG00000236086","HMGN2P28"
"14959","ENSG00000236296","GUSBP5"
"14960","ENSG00000236336","CDYL-AS1"
"14961","ENSG00000236447","ATG10-IT1"
"14962","ENSG00000236512",""
"14963","ENSG00000236699","ARHGEF38"
"14964","ENSG00000236714","LINC01844"
"14965","ENSG00000236764","COX7A2P2"
"14966","ENSG00000236791","OR2AI1P"
"14967","ENSG00000236882","LINC01554"
"14968","ENSG00000236922","LINC01378"
"14969","ENSG00000236941",""
"14970","ENSG00000237125","HAND2-AS1"
"14971","ENSG00000237136","C4orf51"
"14972","ENSG00000237187","NR2F1-AS1"
"14973","ENSG00000237190","CDKN2AIPNL"
"14974","ENSG00000237346",""
"14975","ENSG00000237611",""
"14976","ENSG00000237684","RPSAP35"
"14977","ENSG00000237685",""
"14978","ENSG00000237693","IRGM"
"14979","ENSG00000237705",""
"14980","ENSG00000237714","P4HA2-AS1"
"14981","ENSG00000237716",""
"14982","ENSG00000237786","GFOD1-AS1"
"14983","ENSG00000237868",""
"14984","ENSG00000238000","PSME2P1"
"14985","ENSG00000238035",""
"14986","ENSG00000238076","MRPL48P1"
"14987","ENSG00000238158",""
"14988","ENSG00000238160","LINC02863"
"14989","ENSG00000238221",""
"14990","ENSG00000238254",""
"14991","ENSG00000238326",""
"14992","ENSG00000238363","SNORA13"
"14993","ENSG00000238374","RNU7-180P"
"14994","ENSG00000238441","RNU7-130P"
"14995","ENSG00000238713",""
"14996","ENSG00000238721","RNU7-194P"
"14997","ENSG00000238745",""
"14998","ENSG00000238835","SCARNA18"
"14999","ENSG00000238904","RNU7-34P"
"15000","ENSG00000238913","RNU7-196P"
"15001","ENSG00000238961","SNORA47"
"15002","ENSG00000238987","RNU7-133P"
"15003","ENSG00000239005",""
"15004","ENSG00000239112","SNORD123"
"15005","ENSG00000239168","RNU7-197P"
"15006","ENSG00000239264","TXNDC5"
"15007","ENSG00000239279","RN7SL184P"
"15008","ENSG00000239317","RPL35AP17"
"15009","ENSG00000239389","PCDHA13"
"15010","ENSG00000239390","RN7SL87P"
"15011","ENSG00000239393",""
"15012","ENSG00000239466","RN7SL552P"
"15013","ENSG00000239472","RN7SL221P"
"15014","ENSG00000239517",""
"15015","ENSG00000239525","RPL30P5"
"15016","ENSG00000239528","RPS14P8"
"15017","ENSG00000239602","RPL35AP16"
"15018","ENSG00000239615",""
"15019","ENSG00000239642","MEIKIN"
"15020","ENSG00000239694","RPSAP38"
"15021","ENSG00000239708","RN7SL782P"
"15022","ENSG00000239808","RN7SL255P"
"15023","ENSG00000239870",""
"15024","ENSG00000239939","RPSAP34"
"15025","ENSG00000240003","RPL7P24"
"15026","ENSG00000240014","RN7SL254P"
"15027","ENSG00000240052",""
"15028","ENSG00000240058","ARGFXP1"
"15029","ENSG00000240083","RPS3AP22"
"15030","ENSG00000240159",""
"15031","ENSG00000240184","PCDHGC3"
"15032","ENSG00000240250","RN7SL541P"
"15033","ENSG00000240281",""
"15034","ENSG00000240376",""
"15035","ENSG00000240388",""
"15036","ENSG00000240411","RPL5P16"
"15037","ENSG00000240412","RPL5P15"
"15038","ENSG00000240436","RPL35AP14"
"15039","ENSG00000240459",""
"15040","ENSG00000240518",""
"15041","ENSG00000240535",""
"15042","ENSG00000240611",""
"15043","ENSG00000240627",""
"15044","ENSG00000240637","RN7SL808P"
"15045","ENSG00000240669",""
"15046","ENSG00000240674",""
"15047","ENSG00000240723","RN7SL382P"
"15048","ENSG00000240729",""
"15049","ENSG00000240764","PCDHGC5"
"15050","ENSG00000240772","RN7SL776P"
"15051","ENSG00000240775",""
"15052","ENSG00000240785","RPL36AP21"
"15053","ENSG00000240936","RN7SL554P"
"15054","ENSG00000240966","RN7SL681P"
"15055","ENSG00000240974","RPS27AP10"
"15056","ENSG00000240992","RPS23P4"
"15057","ENSG00000241002",""
"15058","ENSG00000241011",""
"15059","ENSG00000241037","RN7SL335P"
"15060","ENSG00000241059",""
"15061","ENSG00000241103","RPL35AP11"
"15062","ENSG00000241112","RPL29P14"
"15063","ENSG00000241144","RN7SL728P"
"15064","ENSG00000241179",""
"15065","ENSG00000241187",""
"15066","ENSG00000241216","SNAPC5P1"
"15067","ENSG00000241230","RN7SL801P"
"15068","ENSG00000241243","RN7SL629P"
"15069","ENSG00000241281",""
"15070","ENSG00000241291","RN7SL791P"
"15071","ENSG00000241392","RN7SL205P"
"15072","ENSG00000241411",""
"15073","ENSG00000241458","RPL7P19"
"15074","ENSG00000241552","RN7SL58P"
"15075","ENSG00000241597",""
"15076","ENSG00000241651",""
"15077","ENSG00000241652","RN7SL253P"
"15078","ENSG00000241668","RPL19P11"
"15079","ENSG00000241722",""
"15080","ENSG00000241739",""
"15081","ENSG00000241741","RPL7AP30"
"15082","ENSG00000241809",""
"15083","ENSG00000241829","RPL21P54"
"15084","ENSG00000241853",""
"15085","ENSG00000241870",""
"15086","ENSG00000241877",""
"15087","ENSG00000241888","RPSAP37"
"15088","ENSG00000241907","RPS20P4"
"15089","ENSG00000241923","RPL14P3"
"15090","ENSG00000241956",""
"15091","ENSG00000241963","RN7SL655P"
"15092","ENSG00000241965","RPS2P25"
"15093","ENSG00000241981",""
"15094","ENSG00000241991",""
"15095","ENSG00000242020","RN7SL68P"
"15096","ENSG00000242080",""
"15097","ENSG00000242102","RN7SL152P"
"15098","ENSG00000242110","AMACR"
"15099","ENSG00000242134","RPL5P13"
"15100","ENSG00000242169",""
"15101","ENSG00000242198",""
"15102","ENSG00000242292",""
"15103","ENSG00000242318",""
"15104","ENSG00000242341","RN7SL646P"
"15105","ENSG00000242419","PCDHGC4"
"15106","ENSG00000242477",""
"15107","ENSG00000242493","RN7SL37P"
"15108","ENSG00000242547","RN7SL169P"
"15109","ENSG00000242602","RPL35AP13"
"15110","ENSG00000242608","RPS23P5"
"15111","ENSG00000242635","RPS14P7"
"15112","ENSG00000242654","RPL32P14"
"15113","ENSG00000242683","RPL12P21"
"15114","ENSG00000242697","RPL5P12"
"15115","ENSG00000242706","RPS27AP9"
"15116","ENSG00000242753",""
"15117","ENSG00000242814",""
"15118","ENSG00000242858",""
"15119","ENSG00000242882","RPL5P11"
"15120","ENSG00000242928","RN7SL868P"
"15121","ENSG00000242936","RPL30P6"
"15122","ENSG00000242976","RN7SL177P"
"15123","ENSG00000242979","RPS15AP18"
"15124","ENSG00000242989","RN7SL332P"
"15125","ENSG00000243056","EIF4EBP3"
"15126","ENSG00000243160",""
"15127","ENSG00000243175","RPSAP36"
"15128","ENSG00000243227","RN7SL55P"
"15129","ENSG00000243232","PCDHAC2"
"15130","ENSG00000243280",""
"15131","ENSG00000243304",""
"15132","ENSG00000243312",""
"15133","ENSG00000243333","RN7SL174P"
"15134","ENSG00000243383","RN7SL89P"
"15135","ENSG00000243385",""
"15136","ENSG00000243414","TICAM2"
"15137","ENSG00000243417","RPS3AP18"
"15138","ENSG00000243439","RN7SL352P"
"15139","ENSG00000243538","RPS26P28"
"15140","ENSG00000243592","RPL17P22"
"15141","ENSG00000243648",""
"15142","ENSG00000243664","RPS29P12"
"15143","ENSG00000243744",""
"15144","ENSG00000243758","RPL35AP15"
"15145","ENSG00000243806","RPL7P18"
"15146","ENSG00000243859","RPL5P17"
"15147","ENSG00000243883","RN7SL419P"
"15148","ENSG00000243914","RPL5P14"
"15149","ENSG00000243959","RN7SL684P"
"15150","ENSG00000244019","RPS2P24"
"15151","ENSG00000244021",""
"15152","ENSG00000244041","LINC01011"
"15153","ENSG00000244061",""
"15154","ENSG00000244073","RPS4XP6"
"15155","ENSG00000244076",""
"15156","ENSG00000244083",""
"15157","ENSG00000244088","RPL23AP44"
"15158","ENSG00000244146",""
"15159","ENSG00000244192",""
"15160","ENSG00000244234","GMCL2"
"15161","ENSG00000244245",""
"15162","ENSG00000244326","RN7SL814P"
"15163","ENSG00000244331",""
"15164","ENSG00000244361","RPL30P7"
"15165","ENSG00000244363","RPL7P23"
"15166","ENSG00000244470",""
"15167","ENSG00000244476","ERVFRD-1"
"15168","ENSG00000244501","RN7SL623P"
"15169","ENSG00000244512","RN7SL28P"
"15170","ENSG00000244544","RN7SL446P"
"15171","ENSG00000244621","RPS17P11"
"15172","ENSG00000244630",""
"15173","ENSG00000244717","RPS27P14"
"15174","ENSG00000244748","RN7SL153P"
"15175","ENSG00000244921","MTCYBP18"
"15176","ENSG00000244945","RUFY1-AS1"
"15177","ENSG00000244968","LIFR-AS1"
"15178","ENSG00000245060","LINC00847"
"15179","ENSG00000245112","SMARCA5-AS1"
"15180","ENSG00000245146","MALINC1"
"15181","ENSG00000245213",""
"15182","ENSG00000245275","SAP30L-AS1"
"15183","ENSG00000245293","CYP2U1-AS1"
"15184","ENSG00000245317",""
"15185","ENSG00000245322","H2AZ1-DT"
"15186","ENSG00000245384","CXXC4-AS1"
"15187","ENSG00000245526","LINC00461"
"15188","ENSG00000245556","SCAMP1-AS1"
"15189","ENSG00000245662","LINC02211"
"15190","ENSG00000245685","FRG1-DT"
"15191","ENSG00000245688",""
"15192","ENSG00000245711","NADK2-AS1"
"15193","ENSG00000245729","LINC02226"
"15194","ENSG00000245812","LINC02202"
"15195","ENSG00000245864","MEF2C-AS2"
"15196","ENSG00000245937","LINC01184"
"15197","ENSG00000245954","LINC02273"
"15198","ENSG00000245958",""
"15199","ENSG00000246016","LINC01513"
"15200","ENSG00000246090",""
"15201","ENSG00000246214",""
"15202","ENSG00000246316",""
"15203","ENSG00000246323",""
"15204","ENSG00000246334","PRR7-AS1"
"15205","ENSG00000246375","PPM1K-DT"
"15206","ENSG00000246422","DIAPH1-AS1"
"15207","ENSG00000246541",""
"15208","ENSG00000246560","UBE2D3-AS1"
"15209","ENSG00000246596",""
"15210","ENSG00000246763","RGMB-AS1"
"15211","ENSG00000246774","COL25A1-DT"
"15212","ENSG00000246859","STARD4-AS1"
"15213","ENSG00000246876","LINC02466"
"15214","ENSG00000247049",""
"15215","ENSG00000247121",""
"15216","ENSG00000247130",""
"15217","ENSG00000247199",""
"15218","ENSG00000247311",""
"15219","ENSG00000247345",""
"15220","ENSG00000247372",""
"15221","ENSG00000247402",""
"15222","ENSG00000247516","MIR4458HG"
"15223","ENSG00000247572","CKMT2-AS1"
"15224","ENSG00000247627","MTND4P12"
"15225","ENSG00000247679",""
"15226","ENSG00000247699","FABP6-AS1"
"15227","ENSG00000247763","TUBAP14"
"15228","ENSG00000247775","SNCA-AS1"
"15229","ENSG00000247796",""
"15230","ENSG00000247828","TMEM161B-AS1"
"15231","ENSG00000247872","SPCS2P3"
"15232","ENSG00000247877",""
"15233","ENSG00000247911","HMGN1P12"
"15234","ENSG00000247925",""
"15235","ENSG00000247950","SEC24B-AS1"
"15236","ENSG00000247993","FOXD1-AS1"
"15237","ENSG00000248019","FAM13A-AS1"
"15238","ENSG00000248029",""
"15239","ENSG00000248092","NNT-AS1"
"15240","ENSG00000248103",""
"15241","ENSG00000248104","TARS2P1"
"15242","ENSG00000248105",""
"15243","ENSG00000248106",""
"15244","ENSG00000248107","LINC02039"
"15245","ENSG00000248109","MARCOL"
"15246","ENSG00000248112",""
"15247","ENSG00000248118","LINC01019"
"15248","ENSG00000248120",""
"15249","ENSG00000248125",""
"15250","ENSG00000248126",""
"15251","ENSG00000248127",""
"15252","ENSG00000248131","LINC01194"
"15253","ENSG00000248132","LINC02101"
"15254","ENSG00000248137",""
"15255","ENSG00000248139","CUL4AP1"
"15256","ENSG00000248144","ADH1C"
"15257","ENSG00000248145",""
"15258","ENSG00000248148",""
"15259","ENSG00000248150","LINC02150"
"15260","ENSG00000248152","ANK2-AS1"
"15261","ENSG00000248156","BTG4P1"
"15262","ENSG00000248160",""
"15263","ENSG00000248161",""
"15264","ENSG00000248162","CHORDC1P3"
"15265","ENSG00000248170",""
"15266","ENSG00000248174","LINC02268"
"15267","ENSG00000248180","GAPDHP60"
"15268","ENSG00000248185",""
"15269","ENSG00000248187",""
"15270","ENSG00000248191","PES1P1"
"15271","ENSG00000248192","ATG10-AS1"
"15272","ENSG00000248195",""
"15273","ENSG00000248196",""
"15274","ENSG00000248197","LINC00290"
"15275","ENSG00000248199",""
"15276","ENSG00000248200",""
"15277","ENSG00000248202","LINC02234"
"15278","ENSG00000248203",""
"15279","ENSG00000248205","H3P17"
"15280","ENSG00000248206",""
"15281","ENSG00000248208","WDR45P1"
"15282","ENSG00000248209",""
"15283","ENSG00000248210","LINC02355"
"15284","ENSG00000248211","TRPC7-AS1"
"15285","ENSG00000248213","CICP16"
"15286","ENSG00000248216","KCTD9P5"
"15287","ENSG00000248222","SLIT3-AS1"
"15288","ENSG00000248223",""
"15289","ENSG00000248229",""
"15290","ENSG00000248234",""
"15291","ENSG00000248236",""
"15292","ENSG00000248240",""
"15293","ENSG00000248242",""
"15294","ENSG00000248245",""
"15295","ENSG00000248249",""
"15296","ENSG00000248261",""
"15297","ENSG00000248266",""
"15298","ENSG00000248268",""
"15299","ENSG00000248271","PGAM1P1"
"15300","ENSG00000248275","TRIM52-AS1"
"15301","ENSG00000248279","LINC02120"
"15302","ENSG00000248285",""
"15303","ENSG00000248286",""
"15304","ENSG00000248287","SCGB1D5P"
"15305","ENSG00000248288",""
"15306","ENSG00000248293",""
"15307","ENSG00000248295","DDX43P1"
"15308","ENSG00000248296",""
"15309","ENSG00000248305",""
"15310","ENSG00000248307","LINC00616"
"15311","ENSG00000248308",""
"15312","ENSG00000248309","MEF2C-AS1"
"15313","ENSG00000248311",""
"15314","ENSG00000248319","LINC02275"
"15315","ENSG00000248323","LUCAT1"
"15316","ENSG00000248327","NOL8P1"
"15317","ENSG00000248329","APELA"
"15318","ENSG00000248330","LINC00613"
"15319","ENSG00000248335",""
"15320","ENSG00000248337",""
"15321","ENSG00000248339","LINC02504"
"15322","ENSG00000248346",""
"15323","ENSG00000248349",""
"15324","ENSG00000248350",""
"15325","ENSG00000248351","HSPD1P18"
"15326","ENSG00000248355","ARL2BPP6"
"15327","ENSG00000248356",""
"15328","ENSG00000248359",""
"15329","ENSG00000248362",""
"15330","ENSG00000248363",""
"15331","ENSG00000248367",""
"15332","ENSG00000248369",""
"15333","ENSG00000248370","LINC02434"
"15334","ENSG00000248371","LINC02056"
"15335","ENSG00000248373",""
"15336","ENSG00000248376",""
"15337","ENSG00000248378",""
"15338","ENSG00000248383","PCDHAC1"
"15339","ENSG00000248387",""
"15340","ENSG00000248388",""
"15341","ENSG00000248391","LINC02064"
"15342","ENSG00000248393",""
"15343","ENSG00000248394","FOSL1P1"
"15344","ENSG00000248396","TOMM22P4"
"15345","ENSG00000248397","LINC00498"
"15346","ENSG00000248400","ST13P12"
"15347","ENSG00000248401",""
"15348","ENSG00000248403","NACAP6"
"15349","ENSG00000248418","UBL5P1"
"15350","ENSG00000248420","MTATP6P9"
"15351","ENSG00000248422",""
"15352","ENSG00000248426",""
"15353","ENSG00000248428",""
"15354","ENSG00000248429","FAM198B-AS1"
"15355","ENSG00000248430","HMGB3P16"
"15356","ENSG00000248431",""
"15357","ENSG00000248432",""
"15358","ENSG00000248434",""
"15359","ENSG00000248439","RPL23AP94"
"15360","ENSG00000248440",""
"15361","ENSG00000248443",""
"15362","ENSG00000248445","SEMA6A-AS1"
"15363","ENSG00000248449","PCDHGB8P"
"15364","ENSG00000248455","LINC02217"
"15365","ENSG00000248456","LINC02485"
"15366","ENSG00000248457","LINC02220"
"15367","ENSG00000248461","LINC02119"
"15368","ENSG00000248462","NENFP3"
"15369","ENSG00000248464","FGF10-AS1"
"15370","ENSG00000248469",""
"15371","ENSG00000248471",""
"15372","ENSG00000248473","LINC01962"
"15373","ENSG00000248474","LINC02122"
"15374","ENSG00000248475",""
"15375","ENSG00000248477","NAIPP3"
"15376","ENSG00000248480",""
"15377","ENSG00000248482",""
"15378","ENSG00000248483","POU5F2"
"15379","ENSG00000248484",""
"15380","ENSG00000248488","PGAM4P2"
"15381","ENSG00000248489","LINC02062"
"15382","ENSG00000248490",""
"15383","ENSG00000248491",""
"15384","ENSG00000248493",""
"15385","ENSG00000248506","TUBAP10"
"15386","ENSG00000248510","LINC02267"
"15387","ENSG00000248511",""
"15388","ENSG00000248514",""
"15389","ENSG00000248517","LINC02437"
"15390","ENSG00000248521",""
"15391","ENSG00000248525",""
"15392","ENSG00000248528","LINC02058"
"15393","ENSG00000248529",""
"15394","ENSG00000248533",""
"15395","ENSG00000248537",""
"15396","ENSG00000248539","LINC02117"
"15397","ENSG00000248542",""
"15398","ENSG00000248544",""
"15399","ENSG00000248546","ANP32C"
"15400","ENSG00000248548","MTND4P8"
"15401","ENSG00000248551",""
"15402","ENSG00000248552",""
"15403","ENSG00000248554","C5orf34-AS1"
"15404","ENSG00000248555","LINC01339"
"15405","ENSG00000248559",""
"15406","ENSG00000248560",""
"15407","ENSG00000248565","TECRP2"
"15408","ENSG00000248568","KRT8P48"
"15409","ENSG00000248569",""
"15410","ENSG00000248571",""
"15411","ENSG00000248572","EGFLAM-AS2"
"15412","ENSG00000248574","ADAM20P2"
"15413","ENSG00000248577",""
"15414","ENSG00000248586",""
"15415","ENSG00000248587","GDNF-AS1"
"15416","ENSG00000248588",""
"15417","ENSG00000248591",""
"15418","ENSG00000248596",""
"15419","ENSG00000248597",""
"15420","ENSG00000248600",""
"15421","ENSG00000248601",""
"15422","ENSG00000248605",""
"15423","ENSG00000248610","HSPA8P4"
"15424","ENSG00000248611",""
"15425","ENSG00000248616","ANKRD49P3"
"15426","ENSG00000248621",""
"15427","ENSG00000248624",""
"15428","ENSG00000248625",""
"15429","ENSG00000248626","GAPDHP40"
"15430","ENSG00000248627",""
"15431","ENSG00000248629",""
"15432","ENSG00000248633","WRBP1"
"15433","ENSG00000248634",""
"15434","ENSG00000248637",""
"15435","ENSG00000248645",""
