"","ensembl_gene_id","hgnc_symbol"
"41384","ENSG00000252326","SNORD116-25"
"41385","ENSG00000252347","RNU6-1046P"
"41386","ENSG00000252369","RNU7-51P"
"41387","ENSG00000252376","RNA5SP395"
"41388","ENSG00000252400","RNU6-1291P"
"41389","ENSG00000252424","RNA5SP384"
"41390","ENSG00000252425",""
"41391","ENSG00000252469","RNU7-160P"
"41392","ENSG00000252474","RNU6-539P"
"41393","ENSG00000252475","RNU6-1332P"
"41394","ENSG00000252481","SCARNA13"
"41395","ENSG00000252497","RPPH1-2P"
"41396","ENSG00000252614","RNU6-807P"
"41397","ENSG00000252644","RNU7-30P"
"41398","ENSG00000252645","RNU7-111P"
"41399","ENSG00000252655",""
"41400","ENSG00000252686","RNU6-1234P"
"41401","ENSG00000252690",""
"41402","ENSG00000252712","SCARNA14"
"41403","ENSG00000252714","RNA5SP392"
"41404","ENSG00000252720","RNU6-1258P"
"41405","ENSG00000252722",""
"41406","ENSG00000252746","RNU6-273P"
"41407","ENSG00000252749","RNU7-116P"
"41408","ENSG00000252774",""
"41409","ENSG00000252782","RNU6-341P"
"41410","ENSG00000252783","RNU6-835P"
"41411","ENSG00000252800",""
"41412","ENSG00000252837","RN7SKP99"
"41413","ENSG00000252839","RNU6-419P"
"41414","ENSG00000252868",""
"41415","ENSG00000252919",""
"41416","ENSG00000252931","RNU6-231P"
"41417","ENSG00000252945",""
"41418","ENSG00000252957","RNA5SP402"
"41419","ENSG00000252964","RNA5SP400"
"41420","ENSG00000252984","RNU6-844P"
"41421","ENSG00000252995","RNU6-667P"
"41422","ENSG00000253003","RNU6-1261P"
"41423","ENSG00000253030","MIR2116"
"41424","ENSG00000253059",""
"41425","ENSG00000253075","RN7SKP92"
"41426","ENSG00000253096",""
"41427","ENSG00000253131","IGHV7-56"
"41428","ENSG00000253132","IGHV3-62"
"41429","ENSG00000253149","IGHVII-28-1"
"41430","ENSG00000253169","IGHVII-65-1"
"41431","ENSG00000253209","IGHV3-65"
"41432","ENSG00000253240","IGHV3-36"
"41433","ENSG00000253241","IGHV3-50"
"41434","ENSG00000253247","IGHV3-76"
"41435","ENSG00000253274","IGHV1-67"
"41436","ENSG00000253294","IGHVII-40-1"
"41437","ENSG00000253303","IGHVIII-82"
"41438","ENSG00000253310","IGHVIII-76-1"
"41439","ENSG00000253325","IGHV7-34-1"
"41440","ENSG00000253345","IGHVII-22-1"
"41441","ENSG00000253359","IGHV3-37"
"41442","ENSG00000253364","COPDA1"
"41443","ENSG00000253367","IGHVIII-25-1"
"41444","ENSG00000253386","IGHVII-49-1"
"41445","ENSG00000253387","IGHVIII-5-1"
"41446","ENSG00000253412","IGHVIII-13-1"
"41447","ENSG00000253440","IGHV3-33-2"
"41448","ENSG00000253441","IGHV3-25"
"41449","ENSG00000253458","IGHVII-15-1"
"41450","ENSG00000253462","IGHVIII-26-1"
"41451","ENSG00000253465","IGHVIV-44-1"
"41452","ENSG00000253467","IGHV7-40"
"41453","ENSG00000253482","IGHVII-26-2"
"41454","ENSG00000253491","IGHVII-30-1"
"41455","ENSG00000253545","IGHV3-52"
"41456","ENSG00000253563","NKX2-1-AS1"
"41457","ENSG00000253587","IGHV3-30-2"
"41458","ENSG00000253635","IGHVIII-67-3"
"41459","ENSG00000253674","IGHVII-78-1"
"41460","ENSG00000253692","IGHEP1"
"41461","ENSG00000253703","IGHV1-68"
"41462","ENSG00000253709","IGHV1-14"
"41463","ENSG00000253714","IGHVII-53-1"
"41464","ENSG00000253742","IGHV3-60"
"41465","ENSG00000253747","IGHVII-62-1"
"41466","ENSG00000253755","IGHGP"
"41467","ENSG00000253759","IGHV3-57"
"41468","ENSG00000253763","IGHV3-6"
"41469","ENSG00000253780","IGHVIII-2-1"
"41470","ENSG00000253808","IGHVII-46-1"
"41471","ENSG00000253820","IGHVII-67-1"
"41472","ENSG00000253862","IGHVIII-47-1"
"41473","ENSG00000253883","IGHV3-19"
"41474","ENSG00000253895","IGHVII-44-2"
"41475","ENSG00000253936","IGHV3-63"
"41476","ENSG00000253941","IGHVII-51-2"
"41477","ENSG00000253954","HMGN1P38"
"41478","ENSG00000253957","IGHV3-22"
"41479","ENSG00000253989","IGHVIII-38-1"
"41480","ENSG00000254036","IGHVIII-67-2"
"41481","ENSG00000254045","IGHVIII-22-2"
"41482","ENSG00000254046","IGHV1-17"
"41483","ENSG00000254052","IGHVIII-67-4"
"41484","ENSG00000254053","IGHVIII-5-2"
"41485","ENSG00000254056","IGHV3-71"
"41486","ENSG00000254134","IGHVII-74-1"
"41487","ENSG00000254167","IGHV8-51-1"
"41488","ENSG00000254174","IGHV1-12"
"41489","ENSG00000254176","IGHV3-75"
"41490","ENSG00000254203","IGHVII-33-1"
"41491","ENSG00000254215","IGHVIII-11-1"
"41492","ENSG00000254228","IGHV3-42"
"41493","ENSG00000254279","IGHVII-1-1"
"41494","ENSG00000254289","IGHV3-32"
"41495","ENSG00000254326","IGHV7-27"
"41496","ENSG00000254329","IGHVII-60-1"
"41497","ENSG00000254395","IGHV4-55"
"41498","ENSG00000254398",""
"41499","ENSG00000254505","CHMP4A"
"41500","ENSG00000254585","MAGEL2"
"41501","ENSG00000254656","RTL1"
"41502","ENSG00000254692",""
"41503","ENSG00000254718",""
"41504","ENSG00000254744",""
"41505","ENSG00000254779","EGLN1P1"
"41506","ENSG00000254793","FDPSP4"
"41507","ENSG00000254912",""
"41508","ENSG00000255002","LINC02324"
"41509","ENSG00000255192","NANOGP8"
"41510","ENSG00000255198","SNHG9"
"41511","ENSG00000255302","EID1"
"41512","ENSG00000255346","NOX5"
"41513","ENSG00000255472",""
"41514","ENSG00000255513",""
"41515","ENSG00000255526","NEDD8-MDP1"
"41516","ENSG00000255529","POLR2M"
"41517","ENSG00000255569","TRAV1-1"
"41518","ENSG00000255571","MIR9-3HG"
"41519","ENSG00000255582","OR10G2"
"41520","ENSG00000255664","ARL6IP1P1"
"41521","ENSG00000255769","GOLGA2P10"
"41522","ENSG00000255804","OR6J1"
"41523","ENSG00000256053","COA8"
"41524","ENSG00000256061","DNAAF4"
"41525","ENSG00000256081",""
"41526","ENSG00000256221",""
"41527","ENSG00000256243","RPL7AP3"
"41528","ENSG00000256278",""
"41529","ENSG00000256338","RPL41P2"
"41530","ENSG00000256350",""
"41531","ENSG00000256357",""
"41532","ENSG00000256379","TRAV8-5"
"41533","ENSG00000256385","UBE2NP1"
"41534","ENSG00000256474","TRAV11"
"41535","ENSG00000256500",""
"41536","ENSG00000256553","TRAV1-2"
"41537","ENSG00000256590","TRDV3"
"41538","ENSG00000256705",""
"41539","ENSG00000256737","RBBP4P5"
"41540","ENSG00000256802",""
"41541","ENSG00000256951",""
"41542","ENSG00000257056","LINC02282"
"41543","ENSG00000257060",""
"41544","ENSG00000257096",""
"41545","ENSG00000257108","NHLRC4"
"41546","ENSG00000257109","OR4F28P"
"41547","ENSG00000257120",""
"41548","ENSG00000257126","FOXG1-AS1"
"41549","ENSG00000257155",""
"41550","ENSG00000257179","HMGN2P6"
"41551","ENSG00000257185","LINC02293"
"41552","ENSG00000257270",""
"41553","ENSG00000257272",""
"41554","ENSG00000257275",""
"41555","ENSG00000257285",""
"41556","ENSG00000257307",""
"41557","ENSG00000257341",""
"41558","ENSG00000257365","FNTB"
"41559","ENSG00000257472",""
"41560","ENSG00000257503","CYB5AP5"
"41561","ENSG00000257520",""
"41562","ENSG00000257522",""
"41563","ENSG00000257523","LINC02326"
"41564","ENSG00000257556","LINC02298"
"41565","ENSG00000257585","LINC00609"
"41566","ENSG00000257612","MIR4307HG"
"41567","ENSG00000257614",""
"41568","ENSG00000257621","PSMA3-AS1"
"41569","ENSG00000257622",""
"41570","ENSG00000257636","G2E3-AS1"
"41571","ENSG00000257647",""
"41572","ENSG00000257662","EIF4A1P12"
"41573","ENSG00000257720","ILF2P2"
"41574","ENSG00000257748","LINC02281"
"41575","ENSG00000257759",""
"41576","ENSG00000257797",""
"41577","ENSG00000257826",""
"41578","ENSG00000257831",""
"41579","ENSG00000257842","LINC02588"
"41580","ENSG00000257845","LINC02294"
"41581","ENSG00000257869",""
"41582","ENSG00000257900",""
"41583","ENSG00000257904",""
"41584","ENSG00000257957","QRSL1P3"
"41585","ENSG00000257976",""
"41586","ENSG00000257986","LINC02306"
"41587","ENSG00000258010",""
"41588","ENSG00000258028",""
"41589","ENSG00000258038","LINC02327"
"41590","ENSG00000258050",""
"41591","ENSG00000258065",""
"41592","ENSG00000258081",""
"41593","ENSG00000258098","LINC02286"
"41594","ENSG00000258107",""
"41595","ENSG00000258154",""
"41596","ENSG00000258175","LINC02300"
"41597","ENSG00000258196",""
"41598","ENSG00000258275","OR7K1P"
"41599","ENSG00000258282","BTF3P2"
"41600","ENSG00000258289","CHURC1"
"41601","ENSG00000258300","NUTF2P2"
"41602","ENSG00000258301","VASH1-AS1"
"41603","ENSG00000258342",""
"41604","ENSG00000258350","SYF2P1"
"41605","ENSG00000258376",""
"41606","ENSG00000258377",""
"41607","ENSG00000258378",""
"41608","ENSG00000258379",""
"41609","ENSG00000258380",""
"41610","ENSG00000258381",""
"41611","ENSG00000258383",""
"41612","ENSG00000258384","RCCD1-AS1"
"41613","ENSG00000258385",""
"41614","ENSG00000258386",""
"41615","ENSG00000258387",""
"41616","ENSG00000258390","LINC02318"
"41617","ENSG00000258392","RPA2P1"
"41618","ENSG00000258393",""
"41619","ENSG00000258394",""
"41620","ENSG00000258397","BCAR1P1"
"41621","ENSG00000258399",""
"41622","ENSG00000258400",""
"41623","ENSG00000258401","ATP5MC2P2"
"41624","ENSG00000258402",""
"41625","ENSG00000258404","LINC02320"
"41626","ENSG00000258406","TUBBP3"
"41627","ENSG00000258407",""
"41628","ENSG00000258408","NT5CP2"
"41629","ENSG00000258410",""
"41630","ENSG00000258411",""
"41631","ENSG00000258412",""
"41632","ENSG00000258413",""
"41633","ENSG00000258414",""
"41634","ENSG00000258415","LONRF2P4"
"41635","ENSG00000258416",""
"41636","ENSG00000258419",""
"41637","ENSG00000258420","LONRF2P3"
"41638","ENSG00000258421","FXNP1"
"41639","ENSG00000258422",""
"41640","ENSG00000258423","OR7E105P"
"41641","ENSG00000258424",""
"41642","ENSG00000258425",""
"41643","ENSG00000258426",""
"41644","ENSG00000258427","RBM8B"
"41645","ENSG00000258428",""
"41646","ENSG00000258430",""
"41647","ENSG00000258431",""
"41648","ENSG00000258433",""
"41649","ENSG00000258436","RNASE12"
"41650","ENSG00000258437",""
"41651","ENSG00000258439",""
"41652","ENSG00000258440",""
"41653","ENSG00000258441","LINC00641"
"41654","ENSG00000258443",""
"41655","ENSG00000258444",""
"41656","ENSG00000258445","MAD2L1P1"
"41657","ENSG00000258446",""
"41658","ENSG00000258448",""
"41659","ENSG00000258450",""
"41660","ENSG00000258451","EGILA"
"41661","ENSG00000258452","HMGN2P2"
"41662","ENSG00000258454",""
"41663","ENSG00000258455",""
"41664","ENSG00000258457",""
"41665","ENSG00000258458",""
"41666","ENSG00000258460",""
"41667","ENSG00000258461",""
"41668","ENSG00000258462",""
"41669","ENSG00000258463",""
"41670","ENSG00000258464",""
"41671","ENSG00000258466",""
"41672","ENSG00000258467","PHKBP2"
"41673","ENSG00000258469","CHMP4BP1"
"41674","ENSG00000258471",""
"41675","ENSG00000258473",""
"41676","ENSG00000258474","LINC02313"
"41677","ENSG00000258476","LINC02207"
"41678","ENSG00000258477","PPIAP6"
"41679","ENSG00000258478",""
"41680","ENSG00000258479","LINC00640"
"41681","ENSG00000258481",""
"41682","ENSG00000258482","TRAV15"
"41683","ENSG00000258483","LINC02251"
"41684","ENSG00000258484","SPESP1"
"41685","ENSG00000258485","SRMP2"
"41686","ENSG00000258487","LINC02277"
"41687","ENSG00000258488",""
"41688","ENSG00000258489",""
"41689","ENSG00000258490",""
"41690","ENSG00000258491","ZFP64P1"
"41691","ENSG00000258493",""
"41692","ENSG00000258494","OR11J5P"
"41693","ENSG00000258496",""
"41694","ENSG00000258497",""
"41695","ENSG00000258498","DIO3OS"
"41696","ENSG00000258499","LINC02287"
"41697","ENSG00000258500",""
"41698","ENSG00000258501","EIF3LP1"
"41699","ENSG00000258502","LINC02290"
"41700","ENSG00000258503",""
"41701","ENSG00000258504",""
"41702","ENSG00000258505",""
"41703","ENSG00000258506",""
"41704","ENSG00000258509",""
"41705","ENSG00000258510",""
"41706","ENSG00000258511","LINC02295"
"41707","ENSG00000258512","LINC00239"
"41708","ENSG00000258513",""
"41709","ENSG00000258516",""
"41710","ENSG00000258517",""
"41711","ENSG00000258519",""
"41712","ENSG00000258520",""
"41713","ENSG00000258521",""
"41714","ENSG00000258524","NT5CP1"
"41715","ENSG00000258525",""
"41716","ENSG00000258526",""
"41717","ENSG00000258527","ASB9P1"
"41718","ENSG00000258531","BANF1P1"
"41719","ENSG00000258532","LINC02305"
"41720","ENSG00000258534",""
"41721","ENSG00000258535",""
"41722","ENSG00000258536","FKBP1BP1"
"41723","ENSG00000258537","FRMD6-AS2"
"41724","ENSG00000258538",""
"41725","ENSG00000258540",""
"41726","ENSG00000258542",""
"41727","ENSG00000258544","GLRXP2"
"41728","ENSG00000258548","LINC00645"
"41729","ENSG00000258549",""
"41730","ENSG00000258550","OR7E106P"
"41731","ENSG00000258551",""
"41732","ENSG00000258552","FAM204DP"
"41733","ENSG00000258553",""
"41734","ENSG00000258556","LINC02322"
"41735","ENSG00000258557",""
"41736","ENSG00000258558",""
"41737","ENSG00000258559",""
"41738","ENSG00000258560",""
"41739","ENSG00000258561",""
"41740","ENSG00000258562",""
"41741","ENSG00000258563","PSMA3P1"
"41742","ENSG00000258565","BLZF2P"
"41743","ENSG00000258566",""
"41744","ENSG00000258568","RHOQP1"
"41745","ENSG00000258569",""
"41746","ENSG00000258570","H3P40"
"41747","ENSG00000258571","PTTG4P"
"41748","ENSG00000258572",""
"41749","ENSG00000258573",""
"41750","ENSG00000258576",""
"41751","ENSG00000258577","SNRPGP1"
"41752","ENSG00000258578",""
"41753","ENSG00000258580",""
"41754","ENSG00000258581",""
"41755","ENSG00000258583","LINC01500"
"41756","ENSG00000258584","FAM181A-AS1"
"41757","ENSG00000258585","ZNF519P3"
"41758","ENSG00000258586","LINC02274"
"41759","ENSG00000258587",""
"41760","ENSG00000258590","NBEAP1"
"41761","ENSG00000258591","PPIAP4"
"41762","ENSG00000258592",""
"41763","ENSG00000258593",""
"41764","ENSG00000258594",""
"41765","ENSG00000258595","CYB5AP3"
"41766","ENSG00000258597","SERPINA2"
"41767","ENSG00000258598",""
"41768","ENSG00000258599",""
"41769","ENSG00000258600",""
"41770","ENSG00000258601",""
"41771","ENSG00000258602","LINC01629"
"41772","ENSG00000258603",""
"41773","ENSG00000258604",""
"41774","ENSG00000258605","DYNLL1P2"
"41775","ENSG00000258608","DNAJC19P9"
"41776","ENSG00000258610",""
"41777","ENSG00000258611","YBX2P2"
"41778","ENSG00000258613","RPL21P7"
"41779","ENSG00000258615",""
"41780","ENSG00000258616","LINC02303"
"41781","ENSG00000258618","RPL21P9"
"41782","ENSG00000258619",""
"41783","ENSG00000258620",""
"41784","ENSG00000258622",""
"41785","ENSG00000258623",""
"41786","ENSG00000258624","SERPINE4P"
"41787","ENSG00000258626","COX7A2P1"
"41788","ENSG00000258627",""
"41789","ENSG00000258628","RHPN2P1"
"41790","ENSG00000258629","NCOA4P1"
"41791","ENSG00000258630","LINC02292"
"41792","ENSG00000258631",""
"41793","ENSG00000258632",""
"41794","ENSG00000258633",""
"41795","ENSG00000258636",""
"41796","ENSG00000258637",""
"41797","ENSG00000258638",""
"41798","ENSG00000258639",""
"41799","ENSG00000258640","RPL21P5"
"41800","ENSG00000258642",""
"41801","ENSG00000258643","BCL2L2-PABPN1"
"41802","ENSG00000258644","SYNJ2BP-COX16"
"41803","ENSG00000258645","HSPE1P2"
"41804","ENSG00000258646",""
"41805","ENSG00000258647","LINC00930"
"41806","ENSG00000258648","UBE2CP1"
"41807","ENSG00000258649",""
"41808","ENSG00000258650","HSBP1P1"
"41809","ENSG00000258651","SEC23A-AS1"
"41810","ENSG00000258653",""
"41811","ENSG00000258654",""
"41812","ENSG00000258655","ARHGAP5-AS1"
"41813","ENSG00000258656",""
"41814","ENSG00000258657",""
"41815","ENSG00000258658",""
"41816","ENSG00000258660",""
"41817","ENSG00000258661",""
"41818","ENSG00000258662",""
"41819","ENSG00000258663",""
"41820","ENSG00000258665",""
"41821","ENSG00000258666",""
"41822","ENSG00000258667","HIF1A-AS3"
"41823","ENSG00000258668","COX6CP11"
"41824","ENSG00000258670",""
"41825","ENSG00000258671",""
"41826","ENSG00000258672",""
"41827","ENSG00000258675","LINC02308"
"41828","ENSG00000258676",""
"41829","ENSG00000258678","LINC02317"
"41830","ENSG00000258680",""
"41831","ENSG00000258681",""
"41832","ENSG00000258682",""
"41833","ENSG00000258683",""
"41834","ENSG00000258684","BMS1P16"
"41835","ENSG00000258685","AKR1B1P5"
"41836","ENSG00000258687",""
"41837","ENSG00000258689","LINC01269"
"41838","ENSG00000258690",""
"41839","ENSG00000258691",""
"41840","ENSG00000258692","SALL4P7"
"41841","ENSG00000258693",""
"41842","ENSG00000258694","LINC02319"
"41843","ENSG00000258695",""
"41844","ENSG00000258696",""
"41845","ENSG00000258698",""
"41846","ENSG00000258699",""
"41847","ENSG00000258700","LINC00871"
"41848","ENSG00000258701","LINC00638"
"41849","ENSG00000258702",""
"41850","ENSG00000258703",""
"41851","ENSG00000258704","SRP54-AS1"
"41852","ENSG00000258705",""
"41853","ENSG00000258706","SLC20A1P3"
"41854","ENSG00000258707",""
"41855","ENSG00000258708","SLC25A21-AS1"
"41856","ENSG00000258710","LINC01193"
"41857","ENSG00000258711",""
"41858","ENSG00000258712","CXADRP2"
"41859","ENSG00000258716",""
"41860","ENSG00000258717",""
"41861","ENSG00000258718","LINC02311"
"41862","ENSG00000258719",""
"41863","ENSG00000258721","OR11H3P"
"41864","ENSG00000258722","CKAP2P1"
"41865","ENSG00000258723",""
"41866","ENSG00000258725","PRC1-AS1"
"41867","ENSG00000258726","DUXAP6"
"41868","ENSG00000258727",""
"41869","ENSG00000258729",""
"41870","ENSG00000258730","ITPK1-AS1"
"41871","ENSG00000258731",""
"41872","ENSG00000258732",""
"41873","ENSG00000258733","LINC02328"
"41874","ENSG00000258734",""
"41875","ENSG00000258735","LINC00637"
"41876","ENSG00000258736",""
"41877","ENSG00000258737","SUB1P2"
"41878","ENSG00000258738",""
"41879","ENSG00000258739","ENO1P2"
"41880","ENSG00000258740",""
"41881","ENSG00000258741","H2AZ2P1"
"41882","ENSG00000258742","LINC02833"
"41883","ENSG00000258743","LINC02301"
"41884","ENSG00000258744",""
"41885","ENSG00000258745",""
"41886","ENSG00000258746",""
"41887","ENSG00000258747",""
"41888","ENSG00000258748",""
"41889","ENSG00000258749",""
"41890","ENSG00000258750",""
"41891","ENSG00000258751",""
"41892","ENSG00000258752",""
"41893","ENSG00000258753",""
"41894","ENSG00000258754","LINC01579"
"41895","ENSG00000258757",""
"41896","ENSG00000258758",""
"41897","ENSG00000258759",""
"41898","ENSG00000258760",""
"41899","ENSG00000258761",""
"41900","ENSG00000258762","MTND4P33"
"41901","ENSG00000258764",""
"41902","ENSG00000258765",""
"41903","ENSG00000258766","DIO2-AS1"
"41904","ENSG00000258767",""
"41905","ENSG00000258769","RAP1AP"
"41906","ENSG00000258770","LINC02330"
"41907","ENSG00000258771","BCAR1P2"
"41908","ENSG00000258772",""
"41909","ENSG00000258773",""
"41910","ENSG00000258774","NANOGP7"
"41911","ENSG00000258776",""
"41912","ENSG00000258777","HIF1A-AS1"
"41913","ENSG00000258778","EIF2S2P1"
"41914","ENSG00000258780","BMS1P15"
"41915","ENSG00000258782",""
"41916","ENSG00000258783","KRT18P6"
"41917","ENSG00000258784",""
"41918","ENSG00000258785","LINC01580"
"41919","ENSG00000258787","SEPHS1P2"
"41920","ENSG00000258788","CKS1BP1"
"41921","ENSG00000258789",""
"41922","ENSG00000258790",""
"41923","ENSG00000258791","LINC00520"
"41924","ENSG00000258792",""
"41925","ENSG00000258793",""
"41926","ENSG00000258795",""
"41927","ENSG00000258796",""
"41928","ENSG00000258797",""
"41929","ENSG00000258798",""
"41930","ENSG00000258799","ZNF519P2"
"41931","ENSG00000258800",""
"41932","ENSG00000258802",""
"41933","ENSG00000258803",""
"41934","ENSG00000258804","LINC01148"
"41935","ENSG00000258805","ADIPOR1P2"
"41936","ENSG00000258807",""
"41937","ENSG00000258808","LINC02310"
"41938","ENSG00000258810",""
"41939","ENSG00000258811",""
"41940","ENSG00000258812","TRAV33"
"41941","ENSG00000258813",""
"41942","ENSG00000258814","LINC02329"
"41943","ENSG00000258818","RNASE4"
"41944","ENSG00000258819","LINC02289"
"41945","ENSG00000258820",""
"41946","ENSG00000258823",""
"41947","ENSG00000258824",""
"41948","ENSG00000258826","LINC01147"
"41949","ENSG00000258827",""
"41950","ENSG00000258828","KRT8P2"
"41951","ENSG00000258829",""
"41952","ENSG00000258831",""
"41953","ENSG00000258835","TRAV28"
"41954","ENSG00000258836",""
"41955","ENSG00000258837",""
"41956","ENSG00000258841","EEF1A1P2"
"41957","ENSG00000258842",""
"41958","ENSG00000258843",""
"41959","ENSG00000258844",""
"41960","ENSG00000258845",""
"41961","ENSG00000258847",""
"41962","ENSG00000258848","GRAMD4P6"
"41963","ENSG00000258849","OR7E159P"
"41964","ENSG00000258850",""
"41965","ENSG00000258851",""
"41966","ENSG00000258853",""
"41967","ENSG00000258854",""
"41968","ENSG00000258855","OR11J2P"
"41969","ENSG00000258856",""
"41970","ENSG00000258857",""
"41971","ENSG00000258858",""
"41972","ENSG00000258859","LINC02296"
"41973","ENSG00000258860",""
"41974","ENSG00000258861","MIR381HG"
"41975","ENSG00000258866",""
"41976","ENSG00000258867","LINC01146"
"41977","ENSG00000258868",""
"41978","ENSG00000258869","LINC02312"
"41979","ENSG00000258870","EIF4EBP1P1"
"41980","ENSG00000258871",""
"41981","ENSG00000258872","FDPSP3"
"41982","ENSG00000258874",""
"41983","ENSG00000258875",""
"41984","ENSG00000258876","TGFB3-AS1"
"41985","ENSG00000258877","ATP5F1AP4"
"41986","ENSG00000258878",""
"41987","ENSG00000258883","NBEAP4"
"41988","ENSG00000258884","LINC02321"
"41989","ENSG00000258886","HIGD1AP17"
"41990","ENSG00000258887",""
"41991","ENSG00000258888",""
"41992","ENSG00000258891",""
"41993","ENSG00000258892",""
"41994","ENSG00000258893","SETP2"
"41995","ENSG00000258894","ARHGAP16P"
"41996","ENSG00000258895",""
"41997","ENSG00000258896","SCOCP1"
"41998","ENSG00000258897","EGLN3-AS1"
"41999","ENSG00000258900","HNRNPCP1"
"42000","ENSG00000258901",""
"42001","ENSG00000258902",""
"42002","ENSG00000258903",""
"42003","ENSG00000258904",""
"42004","ENSG00000258905","TRAV32"
"42005","ENSG00000258906",""
"42006","ENSG00000258909",""
"42007","ENSG00000258912","LINC02316"
"42008","ENSG00000258913","LINC02691"
"42009","ENSG00000258915","BHLHB9P1"
"42010","ENSG00000258916","SPATA31E2P"
"42011","ENSG00000258917","ZMYND19P1"
"42012","ENSG00000258918",""
"42013","ENSG00000258919",""
"42014","ENSG00000258920","FOXN3-AS1"
"42015","ENSG00000258922",""
"42016","ENSG00000258923","MTND5P35"
"42017","ENSG00000258925","NPM1P5"
"42018","ENSG00000258926",""
"42019","ENSG00000258927",""
"42020","ENSG00000258928",""
"42021","ENSG00000258930",""
"42022","ENSG00000258931",""
"42023","ENSG00000258932",""
"42024","ENSG00000258933","LINC02279"
"42025","ENSG00000258934","YWHAQP1"
"42026","ENSG00000258935",""
"42027","ENSG00000258938",""
"42028","ENSG00000258940",""
"42029","ENSG00000258942",""
"42030","ENSG00000258943",""
"42031","ENSG00000258944",""
"42032","ENSG00000258945",""
"42033","ENSG00000258948","KRT8P1"
"42034","ENSG00000258949",""
"42035","ENSG00000258951","KRT18P7"
"42036","ENSG00000258952","SALRNA1"
"42037","ENSG00000258954",""
"42038","ENSG00000258955","LINC00519"
"42039","ENSG00000258956","COX4I1P1"
"42040","ENSG00000258957",""
"42041","ENSG00000258958",""
"42042","ENSG00000258959",""
"42043","ENSG00000258960","FTH1P13"
"42044","ENSG00000258962",""
"42045","ENSG00000258963","EDDM3DP"
"42046","ENSG00000258964",""
"42047","ENSG00000258965",""
"42048","ENSG00000258966","GTF3AP2"
"42049","ENSG00000258967","HMGN1P3"
"42050","ENSG00000258968",""
"42051","ENSG00000258969","LINC02307"
"42052","ENSG00000258970",""
"42053","ENSG00000258971",""
"42054","ENSG00000258972","NDUFB8P1"
"42055","ENSG00000258973",""
"42056","ENSG00000258975",""
"42057","ENSG00000258976",""
"42058","ENSG00000258977","LINC01467"
"42059","ENSG00000258978","HIF1AP1"
"42060","ENSG00000258979","LINC02299"
"42061","ENSG00000258980","EIF1AXP2"
"42062","ENSG00000258981","COX5AP2"
"42063","ENSG00000258982",""
"42064","ENSG00000258983",""
"42065","ENSG00000258985",""
"42066","ENSG00000258986","TMEM179"
"42067","ENSG00000258987",""
"42068","ENSG00000258988","SF3B4P1"
"42069","ENSG00000258989",""
"42070","ENSG00000258990","MPPE1P1"
"42071","ENSG00000258993",""
"42072","ENSG00000258994","LINC02309"
"42073","ENSG00000258995","PARP1P2"
"42074","ENSG00000258996","PPIAP5"
"42075","ENSG00000258997","NF1P2"
"42076","ENSG00000258998","LINC02302"
"42077","ENSG00000259000","DOCK11P1"
"42078","ENSG00000259002",""
"42079","ENSG00000259003",""
"42080","ENSG00000259004","LINC02285"
"42081","ENSG00000259005",""
"42082","ENSG00000259007",""
"42083","ENSG00000259008",""
"42084","ENSG00000259010","NUP50P1"
"42085","ENSG00000259011",""
"42086","ENSG00000259012","MTCYBP27"
"42087","ENSG00000259013",""
"42088","ENSG00000259015",""
"42089","ENSG00000259017",""
"42090","ENSG00000259018",""
"42091","ENSG00000259019","EIF4BP1"
"42092","ENSG00000259020",""
"42093","ENSG00000259022","DNAJC8P1"
"42094","ENSG00000259023","LINC00524"
"42095","ENSG00000259025",""
"42096","ENSG00000259026",""
"42097","ENSG00000259028",""
"42098","ENSG00000259031",""
"42099","ENSG00000259032","ENSAP2"
"42100","ENSG00000259033",""
"42101","ENSG00000259035",""
"42102","ENSG00000259036",""
"42103","ENSG00000259037",""
"42104","ENSG00000259038",""
"42105","ENSG00000259039",""
"42106","ENSG00000259041",""
"42107","ENSG00000259042",""
"42108","ENSG00000259043","BRD7P1"
"42109","ENSG00000259044",""
"42110","ENSG00000259045","MTCO1P2"
"42111","ENSG00000259046","RRAGAP1"
"42112","ENSG00000259047",""
"42113","ENSG00000259048",""
"42114","ENSG00000259049",""
"42115","ENSG00000259050","CHORDC2P"
"42116","ENSG00000259051","HNRNPUP1"
"42117","ENSG00000259052",""
"42118","ENSG00000259053",""
"42119","ENSG00000259054","LINC02332"
"42120","ENSG00000259055",""
"42121","ENSG00000259057","THRAP3P2"
"42122","ENSG00000259058",""
"42123","ENSG00000259059","PEBP1P1"
"42124","ENSG00000259061",""
"42125","ENSG00000259062","ACTN1-AS1"
"42126","ENSG00000259064",""
"42127","ENSG00000259065",""
"42128","ENSG00000259066",""
"42129","ENSG00000259067",""
"42130","ENSG00000259068","TRAV37"
"42131","ENSG00000259070","LINC00639"
"42132","ENSG00000259071",""
"42133","ENSG00000259072",""
"42134","ENSG00000259073","FOXN3-AS2"
"42135","ENSG00000259076",""
"42136","ENSG00000259077",""
"42137","ENSG00000259078","PTBP1P"
"42138","ENSG00000259079",""
"42139","ENSG00000259081",""
"42140","ENSG00000259082","LINC02314"
"42141","ENSG00000259083",""
"42142","ENSG00000259084",""
"42143","ENSG00000259086","KIAA1143P1"
"42144","ENSG00000259087",""
"42145","ENSG00000259088",""
